feature,importance,tipo,seleccionada,umbral_falsa_max
mcomisiones_mantenimiento_lag2,0.0026973842022820077,real,False,0.004158182017433896
Visa_mconsumototal_lag2,0.002674336720587293,real,False,0.004158182017433896
Master_mpagominimo,0.0026445171949810607,real,False,0.004158182017433896
falsa_6,0.0026296728496943873,falsa,False,0.004158182017433896
mcomisiones_lag2,0.0026185295504668497,real,False,0.004158182017433896
mcomisiones_otras_lag2,0.0025944816545173098,real,False,0.004158182017433896
Master_fultimo_cierre_lag1,0.002580185517001716,real,False,0.004158182017433896
mrentabilidad_annual_percentil,0.0025771979550719116,real,False,0.004158182017433896
falsa_16,0.0025510036850338227,falsa,False,0.004158182017433896
mcomisiones_percentil,0.002508042058855861,real,False,0.004158182017433896
mpayroll_lag2,0.002499557654091048,real,False,0.004158182017433896
chomebanking_transacciones,0.00248022642989591,real,False,0.004158182017433896
ctrx_quarter_delta1,0.0024790692651371904,real,False,0.004158182017433896
mcomisiones_otras_lag1,0.0024587752862144157,real,False,0.004158182017433896
Master_mfinanciacion_limite_lag2,0.002457936729187771,real,False,0.004158182017433896
mrentabilidad_annual_delta2,0.0024575630688868553,real,False,0.004158182017433896
minversion1_dolares_percentil,0.0024290749881107905,real,False,0.004158182017433896
Master_Fvencimiento_lag2,0.0024240005874044844,real,False,0.004158182017433896
canarito5,0.0024016640794942536,real,False,0.004158182017433896
mrentabilidad_lag2,0.002398097434869411,real,False,0.004158182017433896
mcuentas_saldo_delta2,0.002354963883012823,real,False,0.004158182017433896
falsa_3,0.0023011737694062615,falsa,False,0.004158182017433896
falsa_4,0.0022710954177448802,falsa,False,0.004158182017433896
Visa_mconsumototal_delta1,0.0022700871051596965,real,False,0.004158182017433896
mforex_sell_percentil,0.0022413115701885923,real,False,0.004158182017433896
mrentabilidad_annual_delta1,0.002226509024555459,real,False,0.004158182017433896
mactivos_margen,0.002213822895366911,real,False,0.004158182017433896
mcomisiones_mantenimiento_delta2,0.0022048572786822784,real,False,0.004158182017433896
Visa_fultimo_cierre_lag1,0.0022047675346017087,real,False,0.004158182017433896
Master_mlimitecompra_lag1,0.0021959552775423987,real,False,0.004158182017433896
mrentabilidad,0.0021930356460711856,real,False,0.004158182017433896
ctransferencias_recibidas_lag2,0.00218445992229381,real,False,0.004158182017433896
ctarjeta_master,0.002158436390135287,real,False,0.004158182017433896
Master_Fvencimiento_delta1,0.002141965782825191,real,False,0.004158182017433896
mrentabilidad_annual_lag1,0.002140056458987455,real,False,0.004158182017433896
mtransferencias_recibidas_lag1,0.0021332377563183587,real,False,0.004158182017433896
canarito1,0.0020662228117915723,real,False,0.004158182017433896
mplazo_fijo_dolares_percentil,0.002065716012553785,real,False,0.004158182017433896
Visa_cconsumos_lag1,0.0020613919091415993,real,False,0.004158182017433896
Master_msaldototal,0.002057995302103632,real,False,0.004158182017433896
ctransferencias_recibidas,0.002055159271754749,real,False,0.004158182017433896
Visa_msaldototal_delta1,0.0020347522970041725,real,False,0.004158182017433896
mtransferencias_recibidas_lag2,0.001999567801731255,real,False,0.004158182017433896
falsa_18,0.0019927234118986416,falsa,False,0.004158182017433896
mpasivos_margen_delta2,0.0019804186545482193,real,False,0.004158182017433896
thomebanking,0.0019738456332139766,real,False,0.004158182017433896
